base_month,emd_nm,visit_pop_cnt
2,외도동,280.7000104166871
2,용담1동,190.12465035636444
2,용담2동,792.1521299341637
2,우도면,450.3890577028477
2,이도1동,451.8507058662495
2,이도2동,886.5212124451136
2,이호동,229.26866652961388
2,일도1동,274.1683244243574
2,일도2동,407.0664155701852
2,정방동,726.6058362116042
2,조천읍,877.0699783442566
2,중문동,900.9767976973332
2,중앙동,306.4056629660246
2,천지동,240.66609950660873
2,추자면,670.7111317159604
2,표선면,573.6093097587343
2,한경면,600.4526758497517
2,한림읍,2178.995283854448
2,화북동,327.22627563053953
2,효돈동,104.02233854166484
3,건입동,804.5685568804444
3,구좌읍,881.5790878563357
3,남원읍,1391.8066359648835
3,노형동,2867.3495123358075
3,대륜동,663.2281132127112
3,대정읍,2126.36487171055
3,대천동,476.78037280703415
3,도두동,295.4632427357601
3,동홍동,648.4403892543874
3,봉개동,567.7198135964616
3,삼도1동,294.48394723136903
3,삼도2동,390.58020024672476
3,삼양동,232.04176822916813
3,서홍동,931.7123342927325
3,성산읍,1343.7586174615458
3,송산동,772.1769265350631
3,아라동,1323.8234216007738
3,안덕면,1850.9111458333687
3,애월읍,4706.185814555866
3,연동,2901.630244654733
3,영천동,995.2467203946964
3,예래동,611.2063865131219
3,오라동,748.9331610471048
3,외도동,310.4163814419105
3,용담1동,181.3746451480322
3,용담2동,724.0217236841588
3,우도면,651.0977221765081
3,이도1동,466.1037087445407
3,이도2동,1020.2520746983852
3,이호동,304.8964122807228
3,일도1동,301.5454487390546
3,일도2동,394.6484244791823
3,정방동,970.7547350602723
3,조천읍,1156.7203941885523
3,중문동,1058.8619011786786
3,중앙동,345.3104620340123
3,천지동,258.0052992050563
3,추자면,1125.6163976150876
3,표선면,704.7361352795514
3,한경면,736.952230537266
3,한림읍,2673.4456722863133
3,화북동,333.1044597039799
3,효돈동,115.42351082785139
4,건입동,773.499996847561
4,구좌읍,751.6396761238465
4,남원읍,1151.4798022203568
4,노형동,2716.451153920167
4,대륜동,627.9084745065549
4,대정읍,2144.8274666940615
4,대천동,438.13617530154966
4,도두동,298.76758004387347
4,동홍동,557.3940648300587
4,봉개동,391.52882620616197
4,삼도1동,289.266903371724
4,삼도2동,402.68934731360974
4,삼양동,214.48391241776383
4,서홍동,614.5948434758805
4,성산읍,1077.3984464090042
4,송산동,505.75004399670695
4,아라동,1143.51674150218
4,안덕면,1521.5936404878964
4,애월읍,3757.7875010966936
4,연동,2737.849402549591
4,영천동,832.3469231084977
4,예래동,633.8599617598121
4,오라동,687.2800178179479
4,외도동,301.40420243970397
4,용담1동,180.17302398575185
4,용담2동,819.415166392512
4,우도면,362.224789473697
4,이도1동,457.8239224232652
4,이도2동,937.3438270284498
4,이호동,312.6796711897001
4,일도1동,331.93600932019103
4,일도2동,378.5546406250177
4,정방동,681.6053858278392
4,조천읍,1065.5228512883411
4,중문동,846.4791689967025
4,중앙동,338.4269263980439
4,천지동,203.0883230537322
4,추자면,951.6935844297923
4,표선면,507.33268009869425
4,한경면,815.0368625273753
4,한림읍,2439.5339035088305
4,화북동,312.6264022752394
4,효돈동,117.66988802083642
5,건입동,814.5721949013481
5,구좌읍,804.2367260142781
5,남원읍,1213.103775356416
5,노형동,2727.47389555931
5,대륜동,573.6635566063752
5,대정읍,2149.6627867325446
5,대천동,426.64168969298873
5,도두동,319.83934141994956
5,동홍동,537.2521000548146
5,봉개동,335.8487750822336
5,삼도1동,328.2238926809085
5,삼도2동,456.7228225054951
5,삼양동,230.46041940788712
5,서홍동,654.9399104989103
5,성산읍,1046.1406051261365
5,송산동,335.3913495065791
5,아라동,944.059213130494
5,안덕면,1517.5350611294164
5,애월읍,3182.8209280428223
5,연동,3054.5482213544246
5,영천동,734.5025709978144
5,예래동,672.1446748903518
5,오라동,669.730659813602
5,외도동,350.2068097587691
5,용담1동,195.48999095394635
5,용담2동,979.0064883498103
5,우도면,270.60865282346765
5,이도1동,476.87049753292126
5,이도2동,1049.314370476967
5,이호동,315.28144394188513
5,일도1동,306.62949177631936
5,일도2동,403.1679594298204
5,정방동,515.5587737116487
5,조천읍,1026.0272885142854
5,중문동,806.5305142543865
5,중앙동,327.7592441063454
5,천지동,199.337750548249
5,추자면,564.2059370888234
5,표선면,569.2935889528968
5,한경면,776.8012986568158
5,한림읍,2217.7996659814557
5,화북동,343.0466067708266
5,효돈동,138.58964131031038
6,건입동,890.7125117872176
6,구좌읍,829.0840587992569
6,남원읍,1002.4939355810039
6,노형동,2856.405920504062
6,대륜동,618.9423215460711
6,대정읍,1709.0348207235518
6,대천동,423.8988152412443
6,도두동,387.20923684210896
6,동홍동,559.0600934758853
6,봉개동,361.0221292489074
6,삼도1동,322.0555256304776
6,삼도2동,507.4265013705977
6,삼양동,199.14426987390456
6,서홍동,448.6968319627412
6,성산읍,1103.0647812498778
6,송산동,398.78631373356075
6,아라동,953.5246152686054
6,안덕면,1492.7536792761005
6,애월읍,3207.687520970534
6,연동,3074.082545230365
6,영천동,595.9854690241455
6,예래동,674.4307668585525
6,오라동,719.3108012609767
6,외도동,325.41262842652657
6,용담1동,200.01035718201786
6,용담2동,1156.169892406647
6,우도면,309.2635253563731
6,이도1동,483.5105338541768
6,이도2동,984.8883954220435
6,이호동,323.53714830044555
6,일도1동,353.5163405975977
6,일도2동,367.3512993421025
6,정방동,574.3601129385892
6,조천읍,1090.408262198295
6,중문동,933.7174036456678
6,중앙동,353.3857796052592
6,천지동,235.62043270285278
6,추자면,661.4729839638521
6,표선면,550.6906366502047
6,한경면,847.4910424890068
6,한림읍,2362.4171976422867
6,화북동,342.1292859100805
6,효돈동,132.43348081139382
7,건입동,734.67188226426
7,구좌읍,876.2048900767529
7,남원읍,835.6946374725827
7,노형동,2085.0648749999837
7,대륜동,528.0047436951729
7,대정읍,1015.7951314418775
7,대천동,307.47475246710314
7,도두동,362.59971546052606
7,동홍동,408.78879029605406
7,봉개동,335.4221672149122
7,삼도1동,261.2270353618418
7,삼도2동,401.1279846491193
7,삼양동,187.53793791118372
7,서홍동,218.588561266448
7,성산읍,1185.9100712719287
7,송산동,308.11279714912285
7,아라동,688.1395190515326
7,안덕면,1200.3953390899073
7,애월읍,2254.4320545504434
7,연동,2698.1568399122334
7,영천동,401.3407648026304
7,예래동,559.6768710252253
7,오라동,622.2271243146948
7,외도동,282.7698582785069
7,용담1동,167.11562527412264
7,용담2동,1057.018037417758
7,우도면,409.7471625548253
7,이도1동,427.6782266995615
7,이도2동,849.4382239583376
7,이호동,293.8189783442976
7,일도1동,287.108584018637
7,일도2동,354.48925315241235
7,정방동,462.06196902412086
7,조천읍,1065.467898300445
7,중문동,697.6823322368472
7,중앙동,258.9896330866225
7,천지동,192.41603125000114
7,추자면,475.01155482456306
7,표선면,472.0494024122768
7,한경면,566.7147704221559
7,한림읍,1863.6414427083373
7,화북동,268.837165433112
7,효돈동,109.28304125548235
8,건입동,722.3509414747831
8,구좌읍,930.7649945175427
8,남원읍,886.9023389528527
8,노형동,2311.404124040566
8,대륜동,591.0631207510987
8,대정읍,1839.8873847313612
8,대천동,336.81130537280654
8,도두동,335.86792447917014
8,동홍동,449.366540707236
8,봉개동,530.9454091282888
8,삼도1동,260.96950890899325
8,삼도2동,397.8979396929833
8,삼양동,205.5556587171064
8,서홍동,368.9707778234685
8,성산읍,1291.3016776315806
8,송산동,315.83486938048094
8,아라동,699.7608882949536
8,안덕면,2161.6037919407786
8,애월읍,3043.711755893627
8,연동,2644.007195586607
8,영천동,436.6506281524137
8,예래동,614.2390353618488
8,오라동,591.4509033717129
8,외도동,248.7298497807051
8,용담1동,159.42301850329034
8,용담2동,1093.4497299890286
8,우도면,538.3708227796052
8,이도1동,396.29754824560894
8,이도2동,788.8939453125045
8,이호동,320.0866140350878
8,일도1동,232.55037198464882
8,일도2동,319.14187952302626
8,정방동,494.02402261513015
8,조천읍,1162.2277192982388
8,중문동,823.2314124177651
8,중앙동,258.2960937500015
8,천지동,198.74445792215096
8,추자면,420.06913240131894
8,표선면,468.70111197916657
8,한경면,717.011134868423
8,한림읍,2047.8673312774129
8,화북동,281.84471943530906
8,효돈동,104.8924620339919
9,건입동,697.1448329221901
9,구좌읍,634.4376200658381
9,남원읍,730.3308599232657
9,노형동,2068.2529372258027
9,대륜동,482.8020638706363
9,대정읍,1679.391619380332
9,대천동,290.133038925432
9,도두동,282.5580312499969
9,동홍동,385.25362266996206
9,봉개동,316.7206276041516
9,삼도1동,244.75422765899924
9,삼도2동,371.21156647479035
9,삼양동,153.08891858552673
9,서홍동,436.44395463268046
9,성산읍,782.1494568256846
9,송산동,304.72920120613605
9,아라동,773.23407839914
9,안덕면,1200.1453522477175
9,애월읍,2854.6882552082557
9,연동,2139.420124725804
9,영천동,438.61568270284135
9,예래동,478.1631677631843
9,오라동,518.6249098136394
9,외도동,262.6801773574602
9,용담1동,154.64887801535602
9,용담2동,813.9400801809137
9,우도면,355.3941718749866
9,이도1동,374.5378508771929
9,이도2동,779.0233952850668
9,이호동,262.5673104440835
9,일도1동,235.55047861842334
9,일도2동,315.8700383771735
9,정방동,458.2736803728128
9,조천읍,830.9371450109688
9,중문동,716.1922797423401
9,중앙동,236.21457689144788
9,천지동,169.73815446820706
9,추자면,450.0237786458693
9,표선면,407.5128219572598
9,한경면,745.9574653234981
9,한림읍,1809.01346683107
9,화북동,243.1197124451844
9,효돈동,77.13060402960271
10,건입동,631.3678533443743
10,구좌읍,540.4418323739877
10,남원읍,907.0224780701689
10,노형동,2052.161430920956
10,대륜동,508.94362582241297
10,대정읍,1593.0662431468063
10,대천동,381.909791529593
10,도두동,257.22406674890516
10,동홍동,415.6200653782986
10,봉개동,283.0528837719199
10,삼도1동,228.36213939145335
10,삼도2동,359.52407168311305
10,삼양동,166.04075890899642
10,서홍동,348.9447335526251
10,성산읍,762.0206339090405
10,송산동,322.69029893090794
10,아라동,845.6271243147582
10,안덕면,1265.516675164412
10,애월읍,3046.052056880416
10,연동,2217.0279514801505
10,영천동,557.3021530975896
10,예래동,496.7480851151818
10,오라동,536.3115180921502
10,외도동,239.08685334430706
10,용담1동,144.4526504934263
10,용담2동,803.6365870339805
10,우도면,298.7164546326693
10,이도1동,406.12240693532874
10,이도2동,773.2915852522015
10,이호동,231.41937815242522
10,일도1동,258.41481592653537
10,일도2동,274.0626062225796
10,정방동,535.9918999451978
10,조천읍,814.620399808123
10,중문동,831.2497256031014
10,중앙동,238.98539405154563
10,천지동,172.62538185307884
10,추자면,467.73186567984845
10,표선면,450.6608785636385
10,한경면,576.1869502467576
10,한림읍,1627.066058388206
10,화북동,257.0263567708232
10,효돈동,95.24531798245522
11,건입동,759.9550509868386
11,구좌읍,501.25346354166794
11,남원읍,929.4427709703921
11,노형동,2181.9545927905297
11,대륜동,494.2408633497795
11,대정읍,1466.2576356907987
11,대천동,428.6114251644777
11,도두동,230.81127960526493
11,동홍동,422.2552530153552
11,봉개동,323.24930742872726
11,삼도1동,219.6252493146956
11,삼도2동,357.10283168860167
11,삼양동,137.19123958333296
11,서홍동,336.9909232456139
11,성산읍,723.8495485197361
11,송산동,313.8193983004395
11,아라동,753.8729773848688
11,안덕면,1063.7165634594255
11,애월읍,3199.648242187481
11,연동,2069.5304697093566
11,영천동,568.2726950383749
11,예래동,457.52741995614645
11,오라동,530.9986218475912
11,외도동,209.44015474232532
11,용담1동,154.00348314144776
11,용담2동,671.3711959978115
11,우도면,295.7350106907887
11,이도1동,336.67540967653304
11,이도2동,740.4354010416639
11,이호동,197.62714185855205
11,일도1동,238.09470435855272
11,일도2동,290.23575575658214
11,정방동,500.31351123904267
11,조천읍,793.1490149396896
11,중문동,940.9950940241192
11,중앙동,229.52577398574743
11,천지동,145.7035426260973
11,추자면,655.9939132401321
11,표선면,407.72002837171
11,한경면,417.09703083881857
11,한림읍,1305.7466339089785
11,화북동,246.1974587445199
11,효돈동,102.06556222587726
12,건입동,773.5871269188408
12,구좌읍,563.1477081962856
12,남원읍,1100.1212094296952
12,노형동,2114.6689769737573
12,대륜동,454.35757867323764
12,대정읍,1418.6989357179948
12,대천동,440.5147483552327
12,도두동,258.86396011511994
12,동홍동,445.87941927082016
12,봉개동,389.3215819627009
12,삼도1동,225.46902316336855
12,삼도2동,343.52167173791634
12,삼양동,132.9076924342097
12,서홍동,609.6260294681664
12,성산읍,805.0642844023673
12,송산동,513.8593478618227
12,아라동,746.9520435855251
12,안덕면,1064.7288507399492
12,애월읍,3403.7777283445344
12,연동,2169.0274882126905
12,영천동,722.3046258223278
12,예래동,384.24770682564224
12,오라동,610.8311385690859
12,외도동,220.38816365130347
12,용담1동,153.26418201754166
12,용담2동,649.9137338267572
12,우도면,503.47727700106765
12,이도1동,349.7993390899014
12,이도2동,717.9358745888261
12,이호동,229.34894092652246
12,일도1동,263.17334512060313
12,일도2동,339.9546914747763
12,정방동,682.1570204221423
12,조천읍,884.2300293310783
12,중문동,785.647473272991
12,중앙동,274.0864203673051
12,천지동,203.7025688048169
12,추자면,926.3966803727319
12,표선면,425.335724232446
12,한경면,413.2336091008646
12,한림읍,1549.579572231225
12,화북동,250.39216680370853
12,효돈동,109.7084925986839
